event_id,lat,lon,event_cause,severity_tier,closure_risk,f4_risk,type_closure_rate,expected_clearance_min,p90_buffer_min,recommended_personnel,barricade,diversion,resource_hold_min,review_flag,night_flag,location_name,notes
FKID000166,13.1511992,77.620242,construction,High,0.265,0.05,0.265,296,1420,3,False,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000167,13.0264,77.544019,vehicle_breakdown,Low,0.043,0.011,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000168,13.1212507,77.6179465,pot_holes,Low,0.08,0.08,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000169,12.9895389,77.5057545,pot_holes,Low,0.028,0.028,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000170,12.9245044,77.6502426,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000171,12.9664142,77.5125512,vehicle_breakdown,Low,0.123,0.123,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000172,12.9758786,77.5643384,vehicle_breakdown,Low,0.047,0.047,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000173,12.9641027,77.5700324,vehicle_breakdown,Low,0.088,0.088,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000174,12.9124656,77.5805324,tree_fall,High,0.414,0.414,0.394,90,1140,3,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000175,12.9228317,77.6575101,vehicle_breakdown,Low,0.043,0.018,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000176,13.0378641,77.5222897,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000177,12.9583476,77.5547336,vehicle_breakdown,Low,0.05,0.05,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000178,12.8895087,77.6408236,vehicle_breakdown,Low,0.062,0.062,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000179,12.8895337,77.640687,vehicle_breakdown,Low,0.062,0.062,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000180,12.9847423,77.574706,vehicle_breakdown,Low,0.19,0.19,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000181,13.0229252,77.5099725,vehicle_breakdown,Low,0.067,0.067,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000182,12.8894616,77.6407007,vehicle_breakdown,Low,0.062,0.062,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000183,13.0436683,77.6067467,vehicle_breakdown,Low,0.043,0.02,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000184,13.0145688,77.5835164,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000185,13.0186759,77.5588615,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000186,12.9494883,77.5368741,vehicle_breakdown,Low,0.068,0.068,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000187,13.0229482,77.601028,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000188,12.9928917,77.5854867,vehicle_breakdown,Low,0.043,0.036,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000189,12.9625233,77.6415686,vehicle_breakdown,Low,0.043,0.032,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000190,13.0976738,77.5990251,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000191,13.1151883,77.6067482,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000192,13.07835,77.502205,construction,High,0.319,0.319,0.265,296,1420,3,True,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000193,12.984191,77.5972223,road_conditions,High,0.124,0.108,0.124,246,918,3,False,True,246,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000194,12.97447,77.5492,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000195,12.9842204,77.597142,road_conditions,High,0.124,0.108,0.124,246,918,3,False,True,246,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000196,13.0488954,77.4970171,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000197,12.9891874,77.5070709,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000198,12.9160564,77.6160829,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000199,13.16120295,77.62691818,construction,High,0.265,0.032,0.265,296,1420,3,False,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000200,12.9532283,77.538385,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000201,12.9844178,77.5970285,road_conditions,High,0.132,0.132,0.124,246,918,3,False,True,246,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000202,12.8569988,77.5889807,others,Medium,0.086,0.029,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000203,12.9446407,77.5969852,vehicle_breakdown,Low,0.076,0.076,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000204,13.0407502,77.5174141,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000205,13.0414238,77.545608,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000206,12.95983785,77.64811735,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000207,13.0446065,77.5828293,congestion,Medium,0.044,0.022,0.044,72,97,2,False,False,97,False,False,,[]
FKID000208,12.9197329,77.5835635,vehicle_breakdown,Low,0.043,0.018,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000209,12.9875849,77.5182251,others,Medium,0.086,0.075,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000210,12.9886918,77.519831,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,False,,[]
FKID000211,12.9595376,77.5557817,vehicle_breakdown,Low,0.05,0.05,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000212,12.993901,77.6190564,vehicle_breakdown,Low,0.043,0.028,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000213,12.9988047,77.5839954,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000214,12.8885722,77.640446,vehicle_breakdown,Low,0.043,0.017,0.043,41,113,1,False,False,113,False,False,,[]
FKID000215,12.9858066,77.6051199,pot_holes,Low,0.044,0.044,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000216,13.0450698,77.6440587,construction,High,0.265,0.083,0.265,296,1420,3,False,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000217,12.9541849,77.5435568,vehicle_breakdown,Low,0.053,0.053,0.043,41,113,1,False,False,113,False,False,,[]
FKID000218,12.9679023,77.5680413,others,Medium,0.132,0.132,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000219,12.9895932,77.5723117,vehicle_breakdown,Low,0.072,0.072,0.043,41,113,1,False,False,113,False,False,,[]
FKID000220,13.0522674,77.4879449,construction,High,0.265,0.12,0.265,296,1420,3,False,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000221,13.0446065,77.5828293,congestion,Medium,0.044,0.022,0.044,72,97,2,False,False,97,False,False,,[]
FKID000222,12.8733932,77.6251719,pot_holes,Low,0.024,0.017,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000223,12.8732959,77.6248843,pot_holes,Low,0.024,0.017,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000224,12.9013118,77.6322397,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,False,,[]
FKID000225,12.972653,77.6185064,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,False,,[]
FKID000226,13.0379483,77.6257684,others,Medium,0.142,0.142,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000227,12.8980705,77.5460958,pot_holes,Low,0.024,0.017,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000228,12.9415222,77.5603107,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000229,12.965034,77.5747048,construction,High,0.698,0.698,0.265,296,1420,4,True,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000230,12.9904041,77.5993848,vehicle_breakdown,Low,0.065,0.065,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000231,12.9915317,77.7140583,vehicle_breakdown,Low,0.049,0.049,0.043,41,113,1,False,False,113,False,False,,[]
FKID000232,12.9450066,77.5274017,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,False,,[]
FKID000233,13.114945,77.60684,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,False,,[]
FKID000234,13.0176948,77.553788,vehicle_breakdown,Low,0.043,0.018,0.043,41,113,1,False,False,113,False,False,,[]
FKID000235,12.9694199,77.7006686,construction,High,0.265,0.092,0.265,296,1420,3,False,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000236,12.8985649,77.5435672,pot_holes,Low,0.024,0.017,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000237,12.8893347,77.5379823,pot_holes,Low,0.024,0.017,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000238,12.9514566,77.6214627,pot_holes,Low,0.024,0.024,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000239,12.9514586,77.6214633,pot_holes,Low,0.024,0.024,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000240,12.9513718,77.621369,pot_holes,Low,0.026,0.026,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000241,12.9643399,77.5855341,vip_movement,High,0.8,0.292,0.8,46,110,4,True,True,110,False,False,,[]
FKID000242,12.9800987,77.6655755,pot_holes,Low,0.028,0.028,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000243,12.9441328,77.5010682,tree_fall,High,0.422,0.422,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000244,12.8785528,77.6720521,tree_fall,High,0.394,0.087,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000245,12.9643404,77.5855854,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,False,,[]
FKID000246,12.8785573,77.6719048,tree_fall,High,0.394,0.087,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000247,13.044562,77.583011,congestion,Medium,0.044,0.022,0.044,72,97,2,False,False,97,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000248,13.0317076,77.5355328,vehicle_breakdown,Low,0.043,0.02,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000249,13.0451384,77.5070153,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,False,,[]
FKID000250,12.9474732,77.5340694,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,False,,[]
FKID000251,12.850847,77.6685139,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,False,,[]
FKID000252,13.0623222,77.459163,vehicle_breakdown,Low,0.069,0.069,0.043,41,113,1,False,False,113,False,False,,[]
FKID000253,12.860655,77.4311029,construction,High,0.96,0.96,0.265,296,1420,4,True,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID000254,13.0355513,77.5265219,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,False,,[]
FKID000255,12.92335,77.58296,tree_fall,High,0.527,0.527,0.394,90,1140,4,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000256,12.9390583,77.6946217,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID000257,12.8509801,77.6601903,tree_fall,High,0.394,0.087,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID000258,13.0817559,77.5482378,pot_holes,Low,0.198,0.198,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
